feature_id	sample_id	relative_count
feature_0357	sample_196	104.0
feature_0357	sample_325	295.0
feature_0357	sample_018	28.0
feature_0357	sample_040	186.0
feature_0357	sample_212	127.0
feature_0357	sample_268	101.0
feature_0357	sample_248	766.0
feature_0357	sample_213	42.0
feature_0357	sample_059	1746.0
feature_0357	sample_197	113.0
feature_0357	sample_280	924.0
feature_0357	sample_287	127.0
feature_0357	sample_150	265.0
feature_0357	sample_464	875.0
feature_0357	sample_012	344.0
feature_0357	sample_126	47.0
feature_0357	sample_149	265.0
feature_0357	sample_084	1.0
feature_0357	sample_151	356.0
feature_0357	sample_243	298.0
feature_0357	sample_389	1.0
feature_0357	sample_492	152.0
feature_0357	sample_306	2237.0
feature_0357	sample_510	52.0
feature_0357	sample_475	46.0
feature_0357	sample_245	392.0
feature_0357	sample_173	5.0
feature_0357	sample_039	89.0
feature_0357	sample_428	1.0
feature_0357	sample_152	1.0
feature_0357	sample_456	3.0
feature_0357	sample_407	40.0
feature_0357	sample_400	3.0
feature_0357	sample_373	86.0
feature_0357	sample_317	3.0
feature_0357	sample_291	2.0
feature_0357	sample_425	2.0
feature_0357	sample_271	2.0
feature_0357	sample_162	74.0
feature_0357	sample_285	108.0
feature_0357	sample_494	26.0
feature_0357	sample_409	189.0
feature_0357	sample_067	48.0
feature_0357	sample_082	11.0
feature_0357	sample_381	39.0
feature_0357	sample_511	108.0
feature_0357	sample_417	175.0
feature_0357	sample_507	345.0
feature_0357	sample_177	32.0
feature_0357	sample_113	297.0
feature_0357	sample_527	43.0
feature_0357	sample_490	71.0
feature_0357	sample_386	384.0
feature_0357	sample_362	54.0
feature_0357	sample_255	77.0
feature_0357	sample_191	125.0
feature_0357	sample_370	159.0
feature_0357	sample_442	144.0
feature_0357	sample_512	32.0
feature_0357	sample_168	11.0
feature_0357	sample_132	131.0
feature_0357	sample_128	3.0
feature_0357	sample_048	52.0
feature_0357	sample_138	1.0
feature_0357	sample_431	148.0
feature_0357	sample_259	34.0
feature_0357	sample_377	9.0
feature_0357	sample_087	87.0
feature_0357	sample_355	2139.0
feature_0357	sample_441	54.0
feature_0357	sample_025	226.0
feature_0357	sample_482	19.0
feature_0357	sample_343	4.0
feature_0357	sample_063	278.0
feature_0357	sample_083	12.0
feature_0357	sample_293	2.0
feature_0357	sample_236	8.0
feature_0357	sample_531	411.0
feature_0357	sample_471	13.0
feature_0357	sample_033	119.0
feature_0357	sample_455	58.0
feature_0357	sample_439	88.0
feature_0357	sample_105	222.0
feature_0357	sample_257	20.0
feature_0357	sample_228	24.0
feature_0357	sample_180	220.0
feature_0357	sample_305	161.0
feature_0357	sample_013	1503.0
feature_0357	sample_008	29.0
feature_0357	sample_071	1205.0
feature_0357	sample_211	460.0
feature_0357	sample_452	162.0
feature_0357	sample_030	94.0
feature_0357	sample_525	163.0
feature_0357	sample_047	287.0
feature_0357	sample_445	250.0
feature_0357	sample_444	171.0
feature_0357	sample_341	105.0
feature_0357	sample_360	141.0
feature_0357	sample_465	173.0
feature_0357	sample_178	73.0
feature_0357	sample_266	74.0
feature_0357	sample_171	93.0
feature_0357	sample_186	62.0
feature_0357	sample_192	239.0
feature_0357	sample_517	4.0
feature_0357	sample_094	50.0
feature_0357	sample_346	47.0
feature_0357	sample_363	298.0
feature_0357	sample_019	46.0
feature_0357	sample_198	161.0
feature_0357	sample_114	134.0
feature_0357	sample_382	1.0
feature_0357	sample_022	690.0
feature_0357	sample_273	37.0
feature_0357	sample_050	457.0
feature_0357	sample_276	7.0
feature_0357	sample_055	311.0
feature_0357	sample_371	85.0
feature_0357	sample_384	240.0
feature_0357	sample_023	167.0
feature_0357	sample_526	65.0
feature_0357	sample_237	86.0
feature_0357	sample_501	179.0
feature_0357	sample_238	20.0
feature_0357	sample_479	107.0
feature_0357	sample_124	214.0
feature_0357	sample_322	143.0
feature_0357	sample_521	308.0
feature_0357	sample_231	1032.0
feature_0357	sample_111	74.0
feature_0357	sample_311	237.0
feature_0357	sample_420	267.0
feature_0357	sample_463	559.0
feature_0357	sample_156	281.0
feature_0357	sample_157	122.0
feature_0357	sample_486	355.0
feature_0357	sample_514	20.0
feature_0357	sample_090	172.0
feature_0357	sample_310	3201.0
feature_0357	sample_183	175.0
feature_0357	sample_176	211.0
feature_0357	sample_164	380.0
feature_0357	sample_348	48.0
feature_0357	sample_223	36.0
feature_0357	sample_395	155.0
feature_0357	sample_085	33.0
feature_0357	sample_470	136.0
feature_0357	sample_088	280.0
feature_0357	sample_323	194.0
feature_0357	sample_103	163.0
feature_0357	sample_372	77.0
feature_0357	sample_246	141.0
feature_0357	sample_505	12.0
feature_0357	sample_024	591.0
feature_0357	sample_078	22.0
feature_0357	sample_337	356.0
feature_0357	sample_351	291.0
feature_0357	sample_159	70.0
feature_0357	sample_121	31.0
feature_0357	sample_339	1060.0
feature_0357	sample_155	69.0
feature_0357	sample_064	448.0
feature_0357	sample_133	141.0
feature_0357	sample_422	107.0
feature_0357	sample_302	960.0
feature_0357	sample_256	61.0
feature_0357	sample_035	539.0
feature_0357	sample_222	1583.0
feature_0357	sample_241	36.0
feature_0357	sample_021	5.0
feature_0357	sample_181	1.0
feature_0357	sample_493	88.0
feature_0357	sample_118	25.0
feature_0357	sample_216	118.0
feature_0357	sample_148	72.0
feature_0357	sample_450	149.0
feature_0357	sample_117	4.0
feature_0357	sample_401	52.0
feature_0357	sample_334	240.0
feature_0357	sample_123	57.0
feature_0357	sample_480	80.0
feature_0357	sample_122	560.0
feature_0357	sample_516	160.0
feature_0357	sample_129	105.0
feature_0357	sample_229	161.0
feature_0357	sample_074	129.0
feature_0357	sample_383	314.0
feature_0357	sample_295	134.0
feature_0357	sample_418	40.0
feature_0357	sample_391	62.0
feature_0357	sample_485	10.0
feature_0357	sample_112	172.0
feature_0357	sample_015	101.0
feature_0357	sample_010	337.0
feature_0357	sample_182	58.0
feature_0357	sample_172	285.0
feature_0357	sample_297	49.0
feature_0357	sample_453	21.0
feature_0357	sample_264	259.0
feature_0357	sample_473	132.0
feature_0357	sample_166	129.0
feature_0357	sample_412	170.0
feature_0357	sample_415	517.0
feature_0357	sample_104	3.0
feature_0357	sample_331	23.0
feature_0357	sample_488	265.0
feature_0357	sample_028	14.0
feature_0357	sample_413	345.0
feature_0357	sample_438	95.0
feature_0357	sample_175	180.0
feature_0357	sample_170	110.0
feature_0357	sample_457	433.0
feature_0357	sample_127	347.0
feature_0357	sample_203	28.0
feature_0357	sample_469	262.0
feature_0357	sample_234	21.0
feature_0357	sample_292	906.0
feature_0357	sample_408	18.0
feature_0357	sample_086	269.0
feature_0357	sample_218	136.0
feature_0357	sample_402	162.0
feature_0357	sample_179	121.0
feature_0357	sample_027	268.0
feature_0357	sample_107	203.0
feature_0357	sample_374	302.0
feature_0357	sample_515	482.0
feature_0357	sample_139	38.0
feature_0357	sample_101	168.0
feature_0357	sample_419	122.0
feature_0357	sample_210	58.0
feature_0357	sample_483	179.0
feature_0357	sample_115	21.0
feature_0357	sample_219	173.0
feature_0357	sample_244	604.0
feature_0357	sample_342	4.0
feature_0357	sample_034	296.0
feature_0357	sample_387	5.0
feature_0357	sample_397	23.0
feature_0357	sample_169	159.0
feature_0357	sample_220	571.0
feature_0357	sample_432	356.0
feature_0357	sample_454	1.0
feature_0357	sample_404	3.0
feature_0357	sample_120	143.0
feature_0357	sample_137	318.0
feature_0357	sample_356	52.0
feature_0357	sample_032	36.0
feature_0357	sample_416	163.0
feature_0357	sample_093	83.0
feature_0357	sample_263	47.0
feature_0357	sample_284	141.0
feature_0357	sample_051	127.0
feature_0357	sample_406	565.0
feature_0357	sample_277	174.0
feature_0357	sample_468	81.0
feature_0357	sample_352	199.0
feature_0357	sample_214	164.0
feature_0357	sample_378	80.0
feature_0357	sample_095	164.0
feature_0357	sample_304	42.0
feature_0357	sample_208	90.0
feature_0357	sample_174	139.0
feature_0357	sample_336	17.0
feature_0357	sample_498	140.0
feature_0357	sample_301	76.0
feature_0357	sample_427	17.0
feature_0357	sample_224	1.0
feature_0357	sample_146	4.0
feature_0357	sample_054	452.0
feature_0357	sample_017	80.0
feature_0357	sample_354	16.0
feature_0357	sample_499	45.0
feature_0357	sample_335	215.0
feature_0357	sample_058	7.0
feature_0357	sample_349	540.0
feature_0357	sample_065	93.0
feature_0357	sample_282	129.0
feature_0357	sample_119	128.0
feature_0357	sample_359	54.0
feature_0357	sample_251	282.0
feature_0357	sample_006	130.0
feature_0357	sample_398	296.0
feature_0357	sample_038	113.0
feature_0357	sample_270	241.0
feature_0357	sample_278	218.0
feature_0357	sample_097	308.0
feature_0357	sample_313	43.0
feature_0357	sample_037	100.0
feature_0357	sample_504	109.0
feature_0357	sample_045	175.0
feature_0357	sample_260	20.0
feature_0357	sample_502	1465.0
feature_0357	sample_163	294.0
feature_0357	sample_004	491.0
feature_0357	sample_258	589.0
feature_0357	sample_333	605.0
feature_0357	sample_405	168.0
feature_0357	sample_385	12.0
feature_0357	sample_003	122.0
feature_0357	sample_099	486.0
feature_0357	sample_029	173.0
feature_0357	sample_529	656.0
feature_0357	sample_443	205.0
feature_0357	sample_508	126.0
feature_0357	sample_201	182.0
feature_0357	sample_143	130.0
feature_0357	sample_100	1.0
feature_0357	sample_077	2.0
feature_0357	sample_365	66.0
feature_0357	sample_096	155.0
feature_0357	sample_061	4.0
feature_0357	sample_202	23.0
feature_0357	sample_312	66.0
feature_0357	sample_520	22.0
feature_0357	sample_460	396.0
feature_0357	sample_461	173.0
feature_0357	sample_332	48.0
feature_0357	sample_108	64.0
feature_0357	sample_049	3.0
feature_0357	sample_281	155.0
feature_0357	sample_481	105.0
feature_0357	sample_379	3.0
feature_0357	sample_279	2.0
feature_0357	sample_309	45.0
feature_0357	sample_036	2.0
feature_0357	sample_226	17.0
feature_0357	sample_530	212.0
feature_0357	sample_459	29.0
feature_0357	sample_489	145.0
feature_0357	sample_316	15.0
feature_0357	sample_073	359.0
feature_0357	sample_345	91.0
feature_0357	sample_288	75.0
feature_0357	sample_368	209.0
feature_0357	sample_225	109.0
feature_0357	sample_153	18.0
feature_0357	sample_269	77.0
feature_0357	sample_232	26.0
feature_0357	sample_057	20.0
feature_0357	sample_235	15.0
feature_0357	sample_519	1165.0
feature_0357	sample_340	8.0
feature_0357	sample_294	423.0
feature_0357	sample_396	404.0
feature_0357	sample_011	81.0
feature_0357	sample_449	122.0
feature_0357	sample_326	69.0
feature_0357	sample_135	267.0
feature_0357	sample_314	75.0
feature_0357	sample_509	46.0
feature_0357	sample_367	72.0
feature_0357	sample_308	34.0
feature_0357	sample_303	36.0
feature_0357	sample_204	65.0
feature_0357	sample_275	49.0
feature_0357	sample_286	87.0
feature_0357	sample_495	120.0
feature_0357	sample_205	362.0
feature_0357	sample_458	60.0
feature_0357	sample_380	38.0
feature_0357	sample_062	17.0
feature_0357	sample_393	23.0
feature_0357	sample_369	95.0
feature_0357	sample_403	13.0
feature_0357	sample_358	52.0
feature_0357	sample_242	69.0
feature_0357	sample_147	31.0
feature_0357	sample_158	7.0
feature_0357	sample_080	43.0
feature_0357	sample_005	6.0
feature_0357	sample_252	253.0
feature_0357	sample_496	26.0
feature_0357	sample_189	29.0
feature_0357	sample_434	20.0
feature_0357	sample_102	3.0
feature_0357	sample_315	225.0
feature_0357	sample_167	60.0
feature_0357	sample_081	394.0
feature_0357	sample_053	23.0
feature_0357	sample_141	87.0
feature_0357	sample_110	151.0
feature_0357	sample_329	178.0
feature_0357	sample_330	2.0
feature_0357	sample_320	35.0
feature_0357	sample_361	385.0
feature_0357	sample_041	205.0
feature_0357	sample_399	155.0
feature_0357	sample_497	99.0
feature_0357	sample_190	81.0
feature_0357	sample_075	187.0
feature_0357	sample_001	339.0
feature_0357	sample_321	79.0
feature_0357	sample_188	29.0
feature_0357	sample_250	30.0
feature_0357	sample_523	93.0
feature_0357	sample_194	269.0
feature_0357	sample_328	1.0
feature_0357	sample_069	144.0
feature_0357	sample_437	67.0
feature_0357	sample_247	27.0
feature_0357	sample_423	43.0
feature_0357	sample_160	159.0
feature_0357	sample_435	105.0
feature_0357	sample_261	38.0
feature_0357	sample_200	98.0
feature_0358	sample_298	1.0
feature_0358	sample_421	2.0
feature_0358	sample_513	4.0
feature_0358	sample_126	1.0
feature_0358	sample_048	1.0
feature_0358	sample_170	16.0
feature_0358	sample_356	2.0
feature_0358	sample_304	1.0
feature_0358	sample_017	4.0
feature_0358	sample_062	1.0
feature_0358	sample_403	1.0
feature_0358	sample_147	1.0
feature_0358	sample_167	2.0
feature_0359	sample_020	3.0
feature_0359	sample_187	2.0
feature_0359	sample_528	1.0
feature_0359	sample_134	1.0
feature_0359	sample_394	1.0
feature_0359	sample_089	3.0
feature_0359	sample_392	1.0
feature_0359	sample_513	2.0
feature_0359	sample_060	1.0
feature_0359	sample_185	1.0
feature_0359	sample_300	4.0
feature_0359	sample_044	1.0
feature_0359	sample_184	1.0
feature_0359	sample_477	1.0
feature_0359	sample_046	3.0
feature_0359	sample_376	1.0
feature_0359	sample_338	1.0
feature_0359	sample_347	1.0
feature_0359	sample_154	1.0
feature_0359	sample_262	1.0
feature_0359	sample_325	1.0
feature_0359	sample_243	1.0
feature_0359	sample_492	1.0
feature_0359	sample_130	1.0
feature_0359	sample_162	1.0
feature_0359	sample_285	1.0
feature_0359	sample_409	1.0
feature_0359	sample_067	2.0
feature_0359	sample_417	1.0
feature_0359	sample_507	3.0
feature_0359	sample_113	1.0
feature_0359	sample_490	2.0
feature_0359	sample_386	1.0
feature_0359	sample_370	1.0
feature_0359	sample_132	1.0
feature_0359	sample_087	1.0
feature_0359	sample_105	4.0
feature_0359	sample_257	1.0
feature_0359	sample_228	1.0
feature_0359	sample_013	1.0
feature_0359	sample_071	1.0
feature_0359	sample_445	1.0
feature_0359	sample_444	3.0
feature_0359	sample_178	1.0
feature_0359	sample_266	1.0
feature_0359	sample_363	1.0
feature_0359	sample_382	1.0
feature_0359	sample_023	1.0
feature_0359	sample_521	1.0
feature_0359	sample_111	1.0
feature_0359	sample_395	1.0
feature_0359	sample_323	1.0
feature_0359	sample_372	1.0
feature_0359	sample_121	1.0
feature_0359	sample_339	1.0
feature_0359	sample_064	2.0
feature_0359	sample_302	2.0
feature_0359	sample_256	1.0
feature_0359	sample_035	2.0
feature_0359	sample_216	1.0
feature_0359	sample_516	1.0
feature_0359	sample_015	3.0
feature_0359	sample_172	1.0
feature_0359	sample_297	1.0
feature_0359	sample_264	1.0
feature_0359	sample_104	1.0
feature_0359	sample_028	1.0
feature_0359	sample_413	1.0
feature_0359	sample_175	1.0
feature_0359	sample_457	2.0
feature_0359	sample_127	1.0
feature_0359	sample_234	1.0
feature_0359	sample_408	1.0
feature_0359	sample_402	1.0
feature_0359	sample_027	1.0
feature_0359	sample_515	2.0
feature_0359	sample_115	1.0
feature_0359	sample_169	1.0
feature_0359	sample_120	1.0
feature_0359	sample_137	1.0
feature_0359	sample_356	1.0
feature_0359	sample_093	1.0
feature_0359	sample_263	3.0
feature_0359	sample_051	1.0
feature_0359	sample_406	2.0
feature_0359	sample_468	1.0
feature_0359	sample_352	1.0
feature_0359	sample_498	2.0
feature_0359	sample_301	1.0
feature_0359	sample_006	1.0
feature_0359	sample_096	1.0
feature_0359	sample_202	2.0
feature_0359	sample_332	1.0
feature_0359	sample_226	1.0
feature_0359	sample_530	1.0
feature_0359	sample_369	1.0
feature_0359	sample_358	2.0
feature_0359	sample_434	1.0
feature_0359	sample_167	1.0
feature_0359	sample_081	1.0
feature_0359	sample_110	2.0
feature_0359	sample_329	1.0
feature_0359	sample_320	1.0
feature_0359	sample_361	2.0
feature_0359	sample_399	2.0
feature_0359	sample_497	2.0
feature_0359	sample_001	2.0
feature_0359	sample_194	2.0
feature_0359	sample_160	1.0
feature_0359	sample_435	2.0
feature_0359	sample_200	1.0
feature_0360	sample_500	1.0
feature_0360	sample_128	1.0
feature_0360	sample_259	1.0
feature_0360	sample_343	1.0
feature_0360	sample_167	1.0
feature_0361	sample_433	1.0
feature_0361	sample_447	1.0
feature_0361	sample_020	1.0
feature_0361	sample_472	1.0
feature_0361	sample_506	1.0
feature_0361	sample_522	2.0
feature_0361	sample_042	1.0
feature_0361	sample_007	1.0
feature_0361	sample_161	1.0
feature_0361	sample_324	1.0
feature_0361	sample_451	1.0
feature_0361	sample_185	1.0
feature_0361	sample_221	1.0
feature_0361	sample_300	1.0
feature_0361	sample_474	1.0
feature_0361	sample_307	1.0
feature_0361	sample_044	1.0
feature_0361	sample_462	1.0
feature_0361	sample_436	1.0
feature_0361	sample_477	2.0
feature_0361	sample_254	1.0
feature_0361	sample_426	1.0
feature_0361	sample_046	2.0
feature_0361	sample_347	2.0
feature_0361	sample_248	2.0
feature_0361	sample_280	2.0
feature_0361	sample_373	1.0
feature_0361	sample_162	1.0
feature_0361	sample_417	1.0
feature_0361	sample_191	1.0
feature_0361	sample_370	1.0
feature_0361	sample_512	1.0
feature_0361	sample_132	1.0
feature_0361	sample_355	1.0
feature_0361	sample_482	1.0
feature_0361	sample_063	3.0
feature_0361	sample_083	1.0
feature_0361	sample_236	1.0
feature_0361	sample_531	1.0
feature_0361	sample_033	1.0
feature_0361	sample_105	1.0
feature_0361	sample_257	1.0
feature_0361	sample_228	2.0
feature_0361	sample_305	1.0
feature_0361	sample_071	5.0
feature_0361	sample_211	1.0
feature_0361	sample_452	1.0
feature_0361	sample_525	1.0
feature_0361	sample_047	1.0
feature_0361	sample_445	1.0
feature_0361	sample_178	1.0
feature_0361	sample_198	1.0
feature_0361	sample_050	1.0
feature_0361	sample_526	1.0
feature_0361	sample_237	1.0
feature_0361	sample_501	1.0
feature_0361	sample_090	1.0
feature_0361	sample_310	2.0
feature_0361	sample_183	1.0
feature_0361	sample_164	1.0
feature_0361	sample_246	1.0
feature_0361	sample_024	1.0
feature_0361	sample_337	1.0
feature_0361	sample_339	2.0
feature_0361	sample_133	1.0
feature_0361	sample_302	1.0
feature_0361	sample_256	1.0
feature_0361	sample_493	1.0
feature_0361	sample_401	1.0
feature_0361	sample_123	1.0
feature_0361	sample_122	1.0
feature_0361	sample_074	1.0
feature_0361	sample_015	1.0
feature_0361	sample_172	1.0
feature_0361	sample_297	1.0
feature_0361	sample_415	1.0
feature_0361	sample_127	3.0
feature_0361	sample_086	2.0
feature_0361	sample_218	1.0
feature_0361	sample_027	2.0
feature_0361	sample_374	1.0
feature_0361	sample_139	1.0
feature_0361	sample_101	1.0
feature_0361	sample_419	1.0
feature_0361	sample_342	1.0
feature_0361	sample_432	1.0
feature_0361	sample_406	1.0
feature_0361	sample_174	1.0
feature_0361	sample_336	1.0
feature_0361	sample_498	2.0
feature_0361	sample_301	10.0
feature_0361	sample_349	3.0
feature_0361	sample_097	1.0
feature_0361	sample_004	1.0
feature_0361	sample_099	2.0
feature_0361	sample_529	1.0
feature_0361	sample_443	1.0
feature_0361	sample_143	2.0
feature_0361	sample_061	1.0
feature_0361	sample_202	2.0
feature_0361	sample_332	1.0
feature_0361	sample_530	1.0
feature_0361	sample_459	1.0
feature_0361	sample_232	3.0
feature_0361	sample_396	1.0
feature_0361	sample_326	8.0
feature_0361	sample_147	1.0
feature_0361	sample_329	5.0
feature_0361	sample_361	1.0
feature_0361	sample_041	1.0
feature_0361	sample_399	1.0
feature_0361	sample_190	1.0
feature_0361	sample_001	3.0
feature_0361	sample_321	1.0
feature_0361	sample_250	1.0
feature_0361	sample_523	1.0
feature_0361	sample_194	1.0
feature_0361	sample_069	2.0
feature_0362	sample_136	3.0
feature_0362	sample_020	1.0
feature_0362	sample_116	1355.0
feature_0362	sample_500	2.0
feature_0362	sample_528	2.0
feature_0362	sample_298	18.0
feature_0362	sample_161	17.0
feature_0362	sample_318	92.0
feature_0362	sample_324	16.0
feature_0362	sample_134	1.0
feature_0362	sample_026	1.0
feature_0362	sample_503	29.0
feature_0362	sample_089	2.0
feature_0362	sample_524	36.0
feature_0362	sample_392	7.0
feature_0362	sample_513	1.0
feature_0362	sample_056	1.0
feature_0362	sample_253	3.0
feature_0362	sample_474	6.0
feature_0362	sample_184	5.0
feature_0362	sample_462	51.0
feature_0362	sample_347	4.0
feature_0362	sample_199	7.0
feature_0362	sample_092	119.0
feature_0362	sample_319	3.0
feature_0362	sample_195	2.0
feature_0362	sample_213	1.0
feature_0362	sample_059	1.0
feature_0362	sample_197	11.0
feature_0362	sample_151	2.0
feature_0362	sample_243	14.0
feature_0362	sample_245	21.0
feature_0362	sample_407	4.0
feature_0362	sample_373	6.0
feature_0362	sample_494	1.0
feature_0362	sample_409	1.0
feature_0362	sample_067	1.0
feature_0362	sample_417	1.0
feature_0362	sample_177	49.0
feature_0362	sample_362	1.0
feature_0362	sample_370	1.0
feature_0362	sample_512	1.0
feature_0362	sample_471	88.0
feature_0362	sample_105	13.0
feature_0362	sample_228	116.0
feature_0362	sample_305	28.0
feature_0362	sample_047	1.0
feature_0362	sample_341	2.0
feature_0362	sample_186	14.0
feature_0362	sample_019	1.0
feature_0362	sample_384	4.0
feature_0362	sample_023	37.0
feature_0362	sample_237	2.0
feature_0362	sample_156	8.0
feature_0362	sample_078	62.0
feature_0362	sample_159	3.0
feature_0362	sample_098	1.0
feature_0362	sample_148	480.0
feature_0362	sample_480	3.0
feature_0362	sample_229	12.0
feature_0362	sample_295	1.0
feature_0362	sample_015	199.0
feature_0362	sample_182	10.0
feature_0362	sample_297	10.0
feature_0362	sample_453	9.0
feature_0362	sample_264	5.0
feature_0362	sample_473	3.0
feature_0362	sample_331	12.0
feature_0362	sample_292	1.0
feature_0362	sample_515	24.0
feature_0362	sample_419	2.0
feature_0362	sample_210	2.0
feature_0362	sample_483	58.0
feature_0362	sample_244	1.0
feature_0362	sample_220	1.0
feature_0362	sample_120	13.0
feature_0362	sample_263	1.0
feature_0362	sample_406	1071.0
feature_0362	sample_277	2.0
feature_0362	sample_214	19.0
feature_0362	sample_304	209.0
feature_0362	sample_336	1.0
feature_0362	sample_301	2.0
feature_0362	sample_349	41.0
feature_0362	sample_065	9.0
feature_0362	sample_119	1.0
feature_0362	sample_359	40.0
feature_0362	sample_006	2.0
feature_0362	sample_278	2.0
feature_0362	sample_502	58.0
feature_0362	sample_345	17.0
feature_0362	sample_288	1.0
feature_0362	sample_396	1.0
feature_0362	sample_326	1.0
feature_0362	sample_205	17.0
feature_0362	sample_062	1.0
feature_0362	sample_403	10.0
feature_0362	sample_147	8.0
feature_0362	sample_158	1.0
feature_0362	sample_252	8.0
feature_0362	sample_189	1.0
feature_0362	sample_081	3.0
feature_0362	sample_053	1.0
feature_0362	sample_329	3.0
feature_0362	sample_361	583.0
feature_0362	sample_497	58.0
feature_0362	sample_190	40.0
feature_0362	sample_321	1.0
feature_0362	sample_250	1.0
feature_0362	sample_523	41.0
feature_0362	sample_435	1.0
feature_0362	sample_261	205.0
feature_0363	sample_136	1.0
feature_0363	sample_447	1.0
feature_0363	sample_375	1.0
feature_0363	sample_298	1.0
feature_0363	sample_249	1.0
feature_0363	sample_451	1.0
feature_0363	sample_060	3.0
feature_0363	sample_185	1.0
feature_0363	sample_056	5.0
feature_0363	sample_253	1.0
feature_0363	sample_300	3.0
feature_0363	sample_477	1.0
feature_0363	sample_125	6.0
feature_0363	sample_491	1.0
feature_0363	sample_254	1.0
feature_0363	sample_426	1.0
feature_0363	sample_338	1.0
feature_0363	sample_199	1.0
feature_0363	sample_411	1.0
feature_0363	sample_290	6.0
feature_0363	sample_195	1.0
feature_0363	sample_212	1.0
feature_0363	sample_248	19.0
feature_0363	sample_213	1.0
feature_0363	sample_149	1.0
feature_0363	sample_456	1.0
feature_0363	sample_130	1.0
feature_0363	sample_425	1.0
feature_0363	sample_494	1.0
feature_0363	sample_511	1.0
feature_0363	sample_417	4.0
feature_0363	sample_177	1.0
feature_0363	sample_113	2.0
feature_0363	sample_527	1.0
feature_0363	sample_490	1.0
feature_0363	sample_362	4.0
feature_0363	sample_370	1.0
feature_0363	sample_442	1.0
feature_0363	sample_168	1.0
feature_0363	sample_048	1.0
feature_0363	sample_138	244.0
feature_0363	sample_066	1.0
feature_0363	sample_259	5.0
feature_0363	sample_087	32.0
feature_0363	sample_482	2.0
feature_0363	sample_343	3.0
feature_0363	sample_083	1.0
feature_0363	sample_305	1.0
feature_0363	sample_452	1.0
feature_0363	sample_346	2.0
feature_0363	sample_382	2.0
feature_0363	sample_050	1.0
feature_0363	sample_371	1.0
feature_0363	sample_238	14.0
feature_0363	sample_521	1.0
feature_0363	sample_311	1.0
feature_0363	sample_164	1.0
feature_0363	sample_348	3.0
feature_0363	sample_323	1.0
feature_0363	sample_339	1.0
feature_0363	sample_256	1.0
feature_0363	sample_222	1.0
feature_0363	sample_098	1.0
feature_0363	sample_493	1.0
feature_0363	sample_165	1.0
feature_0363	sample_401	1.0
feature_0363	sample_129	1.0
feature_0363	sample_229	1.0
feature_0363	sample_015	2.0
feature_0363	sample_010	1.0
feature_0363	sample_182	1.0
feature_0363	sample_172	1.0
feature_0363	sample_453	1.0
feature_0363	sample_264	1.0
feature_0363	sample_412	1.0
feature_0363	sample_415	1.0
feature_0363	sample_104	2.0
feature_0363	sample_175	4.0
feature_0363	sample_127	1.0
feature_0363	sample_483	2.0
feature_0363	sample_342	1.0
feature_0363	sample_272	1.0
feature_0363	sample_169	2.0
feature_0363	sample_350	17.0
feature_0363	sample_304	1.0
feature_0363	sample_301	1.0
feature_0363	sample_017	1.0
feature_0363	sample_499	1.0
feature_0363	sample_335	1.0
feature_0363	sample_504	1.0
feature_0363	sample_333	2.0
feature_0363	sample_201	1.0
feature_0363	sample_077	2.0
feature_0363	sample_353	234.0
feature_0363	sample_365	29.0
feature_0363	sample_096	36.0
feature_0363	sample_312	1.0
feature_0363	sample_049	4.0
feature_0363	sample_281	197.0
feature_0363	sample_481	1.0
feature_0363	sample_379	1.0
feature_0363	sample_309	1.0
feature_0363	sample_036	1.0
feature_0363	sample_091	1.0
feature_0363	sample_232	2.0
feature_0363	sample_519	1.0
feature_0363	sample_326	3.0
feature_0363	sample_135	1.0
feature_0363	sample_314	1.0
feature_0363	sample_509	4.0
feature_0363	sample_275	1.0
feature_0363	sample_286	1.0
feature_0363	sample_358	3.0
feature_0363	sample_167	1.0
feature_0363	sample_399	1.0
feature_0363	sample_075	1.0
feature_0363	sample_001	2.0
feature_0363	sample_188	1.0
feature_0363	sample_523	1.0
feature_0363	sample_200	2.0
feature_0364	sample_390	325.0
feature_0364	sample_433	2394.0
feature_0364	sample_136	458.0
feature_0364	sample_031	4.0
feature_0364	sample_447	932.0
feature_0364	sample_020	453.0
feature_0364	sample_472	286.0
feature_0364	sample_506	438.0
feature_0364	sample_522	278.0
feature_0364	sample_240	117.0
feature_0364	sample_410	1401.0
feature_0364	sample_187	385.0
feature_0364	sample_366	223.0
feature_0364	sample_116	286.0
feature_0364	sample_375	814.0
feature_0364	sample_131	4.0
feature_0364	sample_327	125.0
feature_0364	sample_299	113.0
feature_0364	sample_528	564.0
feature_0364	sample_478	429.0
feature_0364	sample_298	1445.0
feature_0364	sample_007	788.0
feature_0364	sample_267	285.0
feature_0364	sample_145	8.0
feature_0364	sample_283	8.0
feature_0364	sample_161	110.0
feature_0364	sample_344	7.0
feature_0364	sample_002	636.0
feature_0364	sample_318	158.0
feature_0364	sample_324	94.0
feature_0364	sample_109	633.0
feature_0364	sample_134	721.0
feature_0364	sample_026	152.0
feature_0364	sample_394	392.0
feature_0364	sample_421	359.0
feature_0364	sample_503	880.0
feature_0364	sample_089	11.0
feature_0364	sample_513	315.0
feature_0364	sample_060	38.0
feature_0364	sample_185	1.0
feature_0364	sample_106	228.0
feature_0364	sample_467	226.0
feature_0364	sample_056	2.0
feature_0364	sample_253	2.0
feature_0364	sample_300	395.0
feature_0364	sample_193	2.0
