time	promoter_like_signal	condition_a	condition_b	condition_c	fit_a	fit_b
0	14	23	2	20.11979	22.23779	0.90434
0	26	25	1	20.08101	22.19528	0.90062
0	26	11	3	20.04237	22.15299	0.89766
0	18	31	0	20.00388	22.11093	0.89502
0	28	27	2	19.96553	22.06908	0.89254
0	20	23	2	19.92733	22.02746	0.89016
0	22	20	4	19.88927	21.98605	0.88785
0	28	27	1	19.85136	21.94486	0.88558
0	23	25	3	19.81359	21.90388	0.88337
0	24	21	2	19.77596	21.86312	0.88121
0	17	24	0	19.73847	21.82258	0.87909
0	22	17	1	19.70112	21.78224	0.87701
0	27	21	3	19.66392	21.74212	0.87497
0	31	24	5	19.62685	21.70221	0.9482
0	27	29	2	19.58993	21.6625	1.42101
1	16	15	2	19.55314	21.623	1.10873
0	20	18	1	19.51649	21.58372	0.98392
0	25	27	0	19.47998	21.54463	0.9329
0	22	16	3	19.44361	21.50575	0.91094
0	25	27	2	19.40737	21.46708	0.90047
0	22	13	3	19.37127	21.4286	0.89456
0	22	26	3	19.33531	21.39033	0.89049
0	33	17	4	19.29948	21.35226	0.88719
0	10	19	1	19.26379	21.31439	0.88423
0	24	28	2	19.22823	21.27671	0.88146
0	20	24	2	19.19281	21.23924	0.87879
0	21	17	2	19.15752	21.20196	0.87621
0	29	21	2	19.12236	21.16488	0.8737
0	16	21	5	19.08734	21.12799	0.87125
0	17	19	1	19.05245	21.09129	0.86886
0	24	18	1	19.01768	21.05478	0.86653
0	25	32	4	18.98306	21.01847	0.86426
0	24	27	0	18.94855	20.98235	0.86204
0	18	20	3	18.91418	20.94641	0.85987
0	28	16	2	18.87994	20.91066	0.85775
0	25	23	4	18.84583	20.8751	0.85568
0	24	23	4	18.81185	20.83973	0.85365
0	21	20	1	18.778	20.80454	0.85167
0	17	21	0	18.74427	20.76954	0.84973
0	17	15	2	18.71067	20.73472	0.84784
0	20	22	1	18.6772	20.70008	0.84598
0	20	16	2	18.64385	20.66563	0.84416
0	15	19	2	18.61063	20.63135	0.84238
0	16	21	1	18.57753	20.59725	0.84064
0	15	22	2	18.54456	20.56334	0.83893
0	12	17	2	18.51171	20.5296	0.83725
0	18	12	2	18.47899	20.49603	0.83561
0	25	25	1	18.44639	20.46264	0.834
0	24	27	4	18.41391	20.42943	0.83242
0	17	18	3	18.38156	20.39639	0.83087
0	23	22	1	18.34932	20.36353	0.82934
0	26	16	3	18.31721	20.33083	0.82785
0	18	24	3	18.28522	20.29831	0.82638
0	23	26	2	18.25335	20.26595	0.82494
0	15	24	1	18.2216	20.23377	0.82352
0	15	22	3	18.18997	20.20176	0.82213
0	15	18	2	18.15846	20.16991	0.82076
0	18	20	1	18.12707	20.13823	0.81941
0	20	18	5	18.09579	20.10672	0.81808
0	25	22	4	18.06464	20.07537	0.81678
0	21	16	2	18.0336	20.04418	0.8155
