design_series	wavelength_nm	relative_emission_au
series_C	1377.0	0.13293
series_C	1378.0	0.13149
series_C	1379.0	0.13008
series_C	1380.0	0.12871
series_C	1381.0	0.12739
series_C	1382.0	0.12613
series_C	1383.0	0.12495
series_C	1384.0	0.12383
series_C	1385.0	0.1228
series_C	1386.0	0.12186
series_C	1387.0	0.12102
series_C	1388.0	0.12026
series_C	1389.0	0.11958
series_C	1390.0	0.11899
series_C	1391.0	0.11845
series_C	1392.0	0.11797
series_C	1393.0	0.11753
series_C	1394.0	0.11713
series_C	1395.0	0.11674
series_C	1396.0	0.11636
series_C	1397.0	0.11597
series_C	1398.0	0.11558
series_C	1399.0	0.11518
series_C	1400.0	0.11476
series_C	1401.0	0.11434
series_C	1402.0	0.11391
series_C	1403.0	0.11348
series_C	1404.0	0.11304
series_C	1405.0	0.11261
series_C	1406.0	0.11218
series_C	1407.0	0.11175
series_C	1408.0	0.11132
series_C	1409.0	0.11088
series_C	1410.0	0.11042
series_C	1411.0	0.10995
series_C	1412.0	0.10946
series_C	1413.0	0.10895
series_C	1414.0	0.10842
series_C	1415.0	0.10786
series_C	1416.0	0.10727
series_C	1417.0	0.10666
series_C	1418.0	0.10603
series_C	1419.0	0.10538
series_C	1420.0	0.10471
series_C	1421.0	0.10404
series_C	1422.0	0.10335
series_C	1423.0	0.10266
series_C	1424.0	0.10196
series_C	1425.0	0.10126
series_C	1426.0	0.10055
series_C	1427.0	0.09985
series_C	1428.0	0.09914
series_C	1429.0	0.09843
series_C	1430.0	0.09773
series_C	1431.0	0.09703
series_C	1432.0	0.09633
series_C	1433.0	0.09564
series_C	1434.0	0.09497
series_C	1435.0	0.09431
series_C	1436.0	0.09366
series_C	1437.0	0.09302
series_C	1438.0	0.0924
series_C	1439.0	0.0918
series_C	1440.0	0.0912
series_C	1441.0	0.09063
series_C	1442.0	0.09006
series_C	1443.0	0.08949
series_C	1444.0	0.08893
series_C	1445.0	0.08838
series_C	1446.0	0.08781
series_C	1447.0	0.08724
series_C	1448.0	0.08666
series_C	1449.0	0.08607
series_C	1450.0	0.08547
series_C	1451.0	0.08486
series_C	1452.0	0.08424
series_C	1453.0	0.08361
series_C	1454.0	0.08298
series_C	1455.0	0.08234
series_C	1456.0	0.08171
series_C	1457.0	0.08108
series_C	1458.0	0.08045
series_C	1459.0	0.07982
series_C	1460.0	0.07921
series_C	1461.0	0.07862
series_C	1462.0	0.07805
series_C	1463.0	0.0775
series_C	1464.0	0.07698
series_C	1465.0	0.07648
series_C	1466.0	0.076
series_C	1467.0	0.07555
series_C	1468.0	0.07512
series_C	1469.0	0.0747
series_C	1470.0	0.0743
series_C	1471.0	0.07391
series_C	1472.0	0.07353
series_C	1473.0	0.07315
series_C	1474.0	0.07276
series_C	1475.0	0.07237
series_C	1476.0	0.07195
series_C	1477.0	0.07153
series_C	1478.0	0.07109
series_C	1479.0	0.07064
series_C	1480.0	0.07018
series_C	1481.0	0.06971
series_C	1482.0	0.06923
series_C	1483.0	0.06874
series_C	1484.0	0.06826
series_C	1485.0	0.06777
series_C	1486.0	0.06728
series_C	1487.0	0.0668
series_C	1488.0	0.06631
series_C	1489.0	0.06583
series_C	1490.0	0.06536
series_C	1491.0	0.06488
series_C	1492.0	0.06441
series_C	1493.0	0.06394
series_C	1494.0	0.06347
series_C	1495.0	0.06299
series_C	1496.0	0.06251
series_C	1497.0	0.06202
series_C	1498.0	0.06152
series_C	1499.0	0.06102
series_C	1500.0	0.06051
series_C	1501.0	0.05999
series_C	1502.0	0.05946
series_C	1503.0	0.05894
series_C	1504.0	0.05843
series_C	1505.0	0.05792
series_C	1506.0	0.05744
series_C	1507.0	0.05698
series_C	1508.0	0.05656
series_C	1509.0	0.05617
series_C	1510.0	0.05582
series_C	1511.0	0.05552
series_C	1512.0	0.05527
series_C	1513.0	0.05505
series_C	1514.0	0.05488
series_C	1515.0	0.05473
series_C	1516.0	0.0546
series_C	1517.0	0.05449
series_C	1518.0	0.05438
series_C	1519.0	0.05428
series_C	1520.0	0.05416
series_C	1521.0	0.05403
series_C	1522.0	0.05387
series_C	1523.0	0.0537
series_C	1524.0	0.05349
series_C	1525.0	0.05326
series_C	1526.0	0.05299
series_C	1527.0	0.05269
series_C	1528.0	0.05236
series_C	1529.0	0.05199
series_C	1530.0	0.0516
series_C	1531.0	0.05117
series_C	1532.0	0.0507
series_C	1533.0	0.05019
series_C	1534.0	0.04964
series_C	1535.0	0.04904
series_C	1536.0	0.04839
series_C	1537.0	0.04771
series_C	1538.0	0.04699
series_C	1539.0	0.04624
series_C	1540.0	0.04548
series_C	1541.0	0.0447
series_C	1542.0	0.04393
series_C	1543.0	0.04317
series_C	1544.0	0.04245
series_C	1545.0	0.04176
series_C	1546.0	0.04113
series_C	1547.0	0.04056
series_C	1548.0	0.04005
series_C	1549.0	0.0396
series_C	1550.0	0.03921
series_C	1551.0	0.03886
series_C	1552.0	0.03855
series_C	1553.0	0.03827
series_C	1554.0	0.038
series_C	1555.0	0.03774
series_C	1556.0	0.03749
series_C	1557.0	0.03723
series_C	1558.0	0.03696
series_C	1559.0	0.03668
series_C	1560.0	0.0364
series_C	1561.0	0.03612
series_C	1562.0	0.03583
series_C	1563.0	0.03556
series_C	1564.0	0.03531
series_C	1565.0	0.03507
series_C	1566.0	0.03484
series_C	1567.0	0.03465
series_C	1568.0	0.03447
series_C	1569.0	0.0343
series_C	1570.0	0.03415
series_C	1571.0	0.03399
series_C	1572.0	0.03382
series_C	1573.0	0.03365
series_C	1574.0	0.03347
series_C	1575.0	0.03328
series_C	1576.0	0.03308
series_C	1577.0	0.03287
series_C	1578.0	0.03266
series_C	1579.0	0.03244
series_C	1580.0	0.03221
series_C	1581.0	0.03199
series_C	1582.0	0.03177
series_C	1583.0	0.03155
series_C	1584.0	0.03134
series_C	1585.0	0.03114
series_C	1586.0	0.03095
series_C	1587.0	0.03077
series_C	1588.0	0.03059
series_C	1589.0	0.03041
series_C	1590.0	0.03023
series_C	1591.0	0.03005
series_C	1592.0	0.02987
series_C	1593.0	0.02969
series_C	1594.0	0.02952
series_C	1595.0	0.02934
series_C	1596.0	0.02917
series_C	1597.0	0.02899
series_C	1598.0	0.02882
series_C	1599.0	0.02865
series_C	1600.0	0.02848
