design_series	aggregate_state_id	composition_fraction	wavelength_nm	relative_emission_au
series_B	state_2	0.078	1590.0	0.01183
series_B	state_3	0.06	1590.0	0.01174
series_B	state_4	0.043	1590.0	0.01148
series_B	state_5	0.017	1590.0	0.01113
series_B	state_1	0.091	1591.0	0.01188
series_B	state_2	0.078	1591.0	0.01182
series_B	state_3	0.06	1591.0	0.01174
series_B	state_4	0.043	1591.0	0.01148
series_B	state_5	0.017	1591.0	0.01114
series_B	state_1	0.091	1592.0	0.01188
series_B	state_2	0.078	1592.0	0.01181
series_B	state_3	0.06	1592.0	0.01173
series_B	state_4	0.043	1592.0	0.01148
series_B	state_5	0.017	1592.0	0.01115
series_B	state_1	0.091	1593.0	0.01189
series_B	state_2	0.078	1593.0	0.0118
series_B	state_3	0.06	1593.0	0.01172
series_B	state_4	0.043	1593.0	0.01148
series_B	state_5	0.017	1593.0	0.01116
series_B	state_1	0.091	1594.0	0.01189
series_B	state_2	0.078	1594.0	0.01179
series_B	state_3	0.06	1594.0	0.01171
series_B	state_4	0.043	1594.0	0.01149
series_B	state_5	0.017	1594.0	0.01118
series_B	state_1	0.091	1595.0	0.0119
series_B	state_2	0.078	1595.0	0.01178
series_B	state_3	0.06	1595.0	0.0117
series_B	state_4	0.043	1595.0	0.0115
series_B	state_5	0.017	1595.0	0.0112
series_B	state_1	0.091	1596.0	0.01192
series_B	state_2	0.078	1596.0	0.01176
series_B	state_3	0.06	1596.0	0.01168
series_B	state_4	0.043	1596.0	0.01151
series_B	state_5	0.017	1596.0	0.01122
series_B	state_1	0.091	1597.0	0.01193
series_B	state_2	0.078	1597.0	0.01175
series_B	state_3	0.06	1597.0	0.01165
series_B	state_4	0.043	1597.0	0.01153
series_B	state_5	0.017	1597.0	0.01124
series_B	state_1	0.091	1598.0	0.01195
series_B	state_2	0.078	1598.0	0.01173
series_B	state_3	0.06	1598.0	0.01163
series_B	state_4	0.043	1598.0	0.01155
series_B	state_5	0.017	1598.0	0.01126
series_B	state_1	0.091	1599.0	0.01197
series_B	state_2	0.078	1599.0	0.01172
series_B	state_3	0.06	1599.0	0.0116
series_B	state_4	0.043	1599.0	0.01157
series_B	state_5	0.017	1599.0	0.01129
series_B	state_1	0.091	1600.0	0.012
series_B	state_2	0.078	1600.0	0.0117
series_B	state_3	0.06	1600.0	0.01157
series_B	state_4	0.043	1600.0	0.0116
series_B	state_5	0.017	1600.0	0.01132
series_C	state_1	0.084	900.0	0.01708
series_C	state_2	0.067	900.0	0.01616
series_C	state_3	0.053	900.0	0.01501
series_C	state_4	0.039	900.0	0.0139
series_C	state_5	0.025	900.0	0.01291
series_C	state_1	0.084	901.0	0.01748
series_C	state_2	0.067	901.0	0.01656
series_C	state_3	0.053	901.0	0.0153
series_C	state_4	0.039	901.0	0.01409
series_C	state_5	0.025	901.0	0.01301
series_C	state_1	0.084	902.0	0.01783
series_C	state_2	0.067	902.0	0.01694
series_C	state_3	0.053	902.0	0.01558
series_C	state_4	0.039	902.0	0.01428
series_C	state_5	0.025	902.0	0.01316
series_C	state_1	0.084	903.0	0.0182
series_C	state_2	0.067	903.0	0.01729
series_C	state_3	0.053	903.0	0.0159
series_C	state_4	0.039	903.0	0.01449
series_C	state_5	0.025	903.0	0.01327
series_C	state_1	0.084	904.0	0.01857
series_C	state_2	0.067	904.0	0.01754
series_C	state_3	0.053	904.0	0.01618
series_C	state_4	0.039	904.0	0.01467
series_C	state_5	0.025	904.0	0.0134
series_C	state_1	0.084	905.0	0.01895
series_C	state_2	0.067	905.0	0.01784
series_C	state_3	0.053	905.0	0.01648
series_C	state_4	0.039	905.0	0.01488
series_C	state_5	0.025	905.0	0.01349
series_C	state_1	0.084	906.0	0.01929
series_C	state_2	0.067	906.0	0.01815
series_C	state_3	0.053	906.0	0.01678
series_C	state_4	0.039	906.0	0.01511
series_C	state_5	0.025	906.0	0.0136
series_C	state_1	0.084	907.0	0.01964
series_C	state_2	0.067	907.0	0.01843
series_C	state_3	0.053	907.0	0.01708
series_C	state_4	0.039	907.0	0.01532
series_C	state_5	0.025	907.0	0.01371
series_C	state_1	0.084	908.0	0.02004
series_C	state_2	0.067	908.0	0.01872
series_C	state_3	0.053	908.0	0.01739
series_C	state_4	0.039	908.0	0.01554
series_C	state_5	0.025	908.0	0.01382
series_C	state_1	0.084	909.0	0.02042
series_C	state_2	0.067	909.0	0.01903
series_C	state_3	0.053	909.0	0.01767
series_C	state_4	0.039	909.0	0.01577
series_C	state_5	0.025	909.0	0.01391
series_C	state_1	0.084	910.0	0.02081
series_C	state_2	0.067	910.0	0.01936
series_C	state_3	0.053	910.0	0.01794
series_C	state_4	0.039	910.0	0.01598
series_C	state_5	0.025	910.0	0.01399
series_C	state_1	0.084	911.0	0.02118
series_C	state_2	0.067	911.0	0.01969
series_C	state_3	0.053	911.0	0.0182
series_C	state_4	0.039	911.0	0.01622
series_C	state_5	0.025	911.0	0.01407
series_C	state_1	0.084	912.0	0.02156
series_C	state_2	0.067	912.0	0.02003
series_C	state_3	0.053	912.0	0.01841
series_C	state_4	0.039	912.0	0.01646
series_C	state_5	0.025	912.0	0.01413
series_C	state_1	0.084	913.0	0.02197
series_C	state_2	0.067	913.0	0.02037
series_C	state_3	0.053	913.0	0.01856
series_C	state_4	0.039	913.0	0.01667
series_C	state_5	0.025	913.0	0.01417
series_C	state_1	0.084	914.0	0.02237
series_C	state_2	0.067	914.0	0.0207
series_C	state_3	0.053	914.0	0.01865
series_C	state_4	0.039	914.0	0.01688
series_C	state_5	0.025	914.0	0.0142
series_C	state_1	0.084	915.0	0.02276
series_C	state_2	0.067	915.0	0.02103
series_C	state_3	0.053	915.0	0.0188
series_C	state_4	0.039	915.0	0.01708
series_C	state_5	0.025	915.0	0.01425
series_C	state_1	0.084	916.0	0.02316
series_C	state_2	0.067	916.0	0.02137
series_C	state_3	0.053	916.0	0.01894
series_C	state_4	0.039	916.0	0.01728
series_C	state_5	0.025	916.0	0.01431
series_C	state_1	0.084	917.0	0.02352
series_C	state_2	0.067	917.0	0.02166
series_C	state_3	0.053	917.0	0.01909
series_C	state_4	0.039	917.0	0.01746
series_C	state_5	0.025	917.0	0.01439
series_C	state_1	0.084	918.0	0.02383
series_C	state_2	0.067	918.0	0.02199
series_C	state_3	0.053	918.0	0.01925
series_C	state_4	0.039	918.0	0.01759
series_C	state_5	0.025	918.0	0.0145
series_C	state_1	0.084	919.0	0.02412
series_C	state_2	0.067	919.0	0.02227
series_C	state_3	0.053	919.0	0.01941
series_C	state_4	0.039	919.0	0.0177
series_C	state_5	0.025	919.0	0.01459
series_C	state_1	0.084	920.0	0.02443
series_C	state_2	0.067	920.0	0.02256
series_C	state_3	0.053	920.0	0.01961
series_C	state_4	0.039	920.0	0.01781
series_C	state_5	0.025	920.0	0.01473
series_C	state_1	0.084	921.0	0.02471
series_C	state_2	0.067	921.0	0.02283
series_C	state_3	0.053	921.0	0.01981
series_C	state_4	0.039	921.0	0.01796
series_C	state_5	0.025	921.0	0.01482
series_C	state_1	0.084	922.0	0.02497
series_C	state_2	0.067	922.0	0.02304
series_C	state_3	0.053	922.0	0.02
series_C	state_4	0.039	922.0	0.01807
series_C	state_5	0.025	922.0	0.01495
series_C	state_1	0.084	923.0	0.02528
series_C	state_2	0.067	923.0	0.02325
series_C	state_3	0.053	923.0	0.02023
series_C	state_4	0.039	923.0	0.01819
series_C	state_5	0.025	923.0	0.01504
series_C	state_1	0.084	924.0	0.0256
series_C	state_2	0.067	924.0	0.02339
series_C	state_3	0.053	924.0	0.02049
series_C	state_4	0.039	924.0	0.01832
series_C	state_5	0.025	924.0	0.01518
series_C	state_1	0.084	925.0	0.02595
series_C	state_2	0.067	925.0	0.02364
series_C	state_3	0.053	925.0	0.02076
series_C	state_4	0.039	925.0	0.01844
series_C	state_5	0.025	925.0	0.01534
series_C	state_1	0.084	926.0	0.02632
series_C	state_2	0.067	926.0	0.02391
series_C	state_3	0.053	926.0	0.02106
series_C	state_4	0.039	926.0	0.01857
series_C	state_5	0.025	926.0	0.01545
series_C	state_1	0.084	927.0	0.02662
series_C	state_2	0.067	927.0	0.02418
series_C	state_3	0.053	927.0	0.02136
series_C	state_4	0.039	927.0	0.01867
series_C	state_5	0.025	927.0	0.01558
series_C	state_1	0.084	928.0	0.02694
series_C	state_2	0.067	928.0	0.02448
series_C	state_3	0.053	928.0	0.02167
series_C	state_4	0.039	928.0	0.01873
series_C	state_5	0.025	928.0	0.01567
series_C	state_1	0.084	929.0	0.02724
series_C	state_2	0.067	929.0	0.02482
series_C	state_3	0.053	929.0	0.02197
series_C	state_4	0.039	929.0	0.01881
series_C	state_5	0.025	929.0	0.01578
series_C	state_1	0.084	930.0	0.02757
series_C	state_2	0.067	930.0	0.02518
series_C	state_3	0.053	930.0	0.02226
series_C	state_4	0.039	930.0	0.01891
series_C	state_5	0.025	930.0	0.01589
series_C	state_1	0.084	931.0	0.0279
series_C	state_2	0.067	931.0	0.02553
series_C	state_3	0.053	931.0	0.02256
series_C	state_4	0.039	931.0	0.01906
series_C	state_5	0.025	931.0	0.01597
series_C	state_1	0.084	932.0	0.02828
series_C	state_2	0.067	932.0	0.02591
series_C	state_3	0.053	932.0	0.02282
series_C	state_4	0.039	932.0	0.01919
series_C	state_5	0.025	932.0	0.01607
series_C	state_1	0.084	933.0	0.02866
series_C	state_2	0.067	933.0	0.0263
series_C	state_3	0.053	933.0	0.02306
series_C	state_4	0.039	933.0	0.01937
series_C	state_5	0.025	933.0	0.01618
series_C	state_1	0.084	934.0	0.02906
series_C	state_2	0.067	934.0	0.02667
series_C	state_3	0.053	934.0	0.02331
series_C	state_4	0.039	934.0	0.01959
series_C	state_5	0.025	934.0	0.01627
series_C	state_1	0.084	935.0	0.02946
series_C	state_2	0.067	935.0	0.027
series_C	state_3	0.053	935.0	0.02362
series_C	state_4	0.039	935.0	0.01982
series_C	state_5	0.025	935.0	0.01642
series_C	state_1	0.084	936.0	0.02986
series_C	state_2	0.067	936.0	0.02732
series_C	state_3	0.053	936.0	0.02386
series_C	state_4	0.039	936.0	0.02008
series_C	state_5	0.025	936.0	0.01654
series_C	state_1	0.084	937.0	0.03026
series_C	state_2	0.067	937.0	0.02759
series_C	state_3	0.053	937.0	0.02411
series_C	state_4	0.039	937.0	0.02033
series_C	state_5	0.025	937.0	0.01666
series_C	state_1	0.084	938.0	0.03066
series_C	state_2	0.067	938.0	0.02791
series_C	state_3	0.053	938.0	0.02436
series_C	state_4	0.039	938.0	0.02057
series_C	state_5	0.025	938.0	0.01682
series_C	state_1	0.084	939.0	0.03107
series_C	state_2	0.067	939.0	0.02818
series_C	state_3	0.053	939.0	0.02462
series_C	state_4	0.039	939.0	0.02083
series_C	state_5	0.025	939.0	0.01699
series_C	state_1	0.084	940.0	0.0315
series_C	state_2	0.067	940.0	0.0285
series_C	state_3	0.053	940.0	0.02489
series_C	state_4	0.039	940.0	0.0211
series_C	state_5	0.025	940.0	0.01716
series_C	state_1	0.084	941.0	0.03188
series_C	state_2	0.067	941.0	0.02882
series_C	state_3	0.053	941.0	0.02514
series_C	state_4	0.039	941.0	0.02136
series_C	state_5	0.025	941.0	0.01723
series_C	state_1	0.084	942.0	0.03227
series_C	state_2	0.067	942.0	0.02913
series_C	state_3	0.053	942.0	0.0254
series_C	state_4	0.039	942.0	0.02162
series_C	state_5	0.025	942.0	0.01734
series_C	state_1	0.084	943.0	0.03269
series_C	state_2	0.067	943.0	0.02948
series_C	state_3	0.053	943.0	0.02564
series_C	state_4	0.039	943.0	0.02187
series_C	state_5	0.025	943.0	0.01745
series_C	state_1	0.084	944.0	0.03313
series_C	state_2	0.067	944.0	0.02979
series_C	state_3	0.053	944.0	0.0259
series_C	state_4	0.039	944.0	0.02211
series_C	state_5	0.025	944.0	0.01759
series_C	state_1	0.084	945.0	0.03353
series_C	state_2	0.067	945.0	0.03016
series_C	state_3	0.053	945.0	0.02616
series_C	state_4	0.039	945.0	0.02228
series_C	state_5	0.025	945.0	0.0177
series_C	state_1	0.084	946.0	0.03389
series_C	state_2	0.067	946.0	0.03053
series_C	state_3	0.053	946.0	0.02639
series_C	state_4	0.039	946.0	0.02246
series_C	state_5	0.025	946.0	0.01775
series_C	state_1	0.084	947.0	0.03418
series_C	state_2	0.067	947.0	0.03088
series_C	state_3	0.053	947.0	0.02663
series_C	state_4	0.039	947.0	0.0226
series_C	state_5	0.025	947.0	0.01784
series_C	state_1	0.084	948.0	0.03455
series_C	state_2	0.067	948.0	0.03124
series_C	state_3	0.053	948.0	0.02689
series_C	state_4	0.039	948.0	0.0227
series_C	state_5	0.025	948.0	0.01788
series_C	state_1	0.084	949.0	0.03491
series_C	state_2	0.067	949.0	0.0316
series_C	state_3	0.053	949.0	0.02713
series_C	state_4	0.039	949.0	0.02285
series_C	state_5	0.025	949.0	0.01796
series_C	state_1	0.084	950.0	0.03529
series_C	state_2	0.067	950.0	0.03191
series_C	state_3	0.053	950.0	0.02739
series_C	state_4	0.039	950.0	0.02299
series_C	state_5	0.025	950.0	0.01802
series_C	state_1	0.084	951.0	0.03566
series_C	state_2	0.067	951.0	0.03224
series_C	state_3	0.053	951.0	0.02765
series_C	state_4	0.039	951.0	0.02311
series_C	state_5	0.025	951.0	0.01809
series_C	state_1	0.084	952.0	0.03602
series_C	state_2	0.067	952.0	0.03257
series_C	state_3	0.053	952.0	0.02785
series_C	state_4	0.039	952.0	0.02326
series_C	state_5	0.025	952.0	0.01819
series_C	state_1	0.084	953.0	0.03638
series_C	state_2	0.067	953.0	0.03288
series_C	state_3	0.053	953.0	0.02804
series_C	state_4	0.039	953.0	0.02342
series_C	state_5	0.025	953.0	0.01828
series_C	state_1	0.084	954.0	0.03675
series_C	state_2	0.067	954.0	0.03315
series_C	state_3	0.053	954.0	0.02819
series_C	state_4	0.039	954.0	0.02358
series_C	state_5	0.025	954.0	0.01837
series_C	state_1	0.084	955.0	0.03714
series_C	state_2	0.067	955.0	0.03339
series_C	state_3	0.053	955.0	0.02834
series_C	state_4	0.039	955.0	0.02374
series_C	state_5	0.025	955.0	0.01848
series_C	state_1	0.084	956.0	0.03754
series_C	state_2	0.067	956.0	0.03368
series_C	state_3	0.053	956.0	0.02847
series_C	state_4	0.039	956.0	0.02393
series_C	state_5	0.025	956.0	0.01856
series_C	state_1	0.084	957.0	0.03791
series_C	state_2	0.067	957.0	0.03394
series_C	state_3	0.053	957.0	0.02865
series_C	state_4	0.039	957.0	0.02411
series_C	state_5	0.025	957.0	0.01869
series_C	state_1	0.084	958.0	0.03827
series_C	state_2	0.067	958.0	0.03427
series_C	state_3	0.053	958.0	0.02886
series_C	state_4	0.039	958.0	0.02428
series_C	state_5	0.025	958.0	0.01881
series_C	state_1	0.084	959.0	0.03867
series_C	state_2	0.067	959.0	0.03457
series_C	state_3	0.053	959.0	0.02908
series_C	state_4	0.039	959.0	0.02447
series_C	state_5	0.025	959.0	0.0189
series_C	state_1	0.084	960.0	0.03907
series_C	state_2	0.067	960.0	0.0349
series_C	state_3	0.053	960.0	0.02932
series_C	state_4	0.039	960.0	0.02464
series_C	state_5	0.025	960.0	0.01896
series_C	state_1	0.084	961.0	0.03943
series_C	state_2	0.067	961.0	0.03521
series_C	state_3	0.053	961.0	0.02957
series_C	state_4	0.039	961.0	0.02483
series_C	state_5	0.025	961.0	0.019
series_C	state_1	0.084	962.0	0.03979
series_C	state_2	0.067	962.0	0.03553
series_C	state_3	0.053	962.0	0.02984
series_C	state_4	0.039	962.0	0.02504
series_C	state_5	0.025	962.0	0.01907
series_C	state_1	0.084	963.0	0.04017
series_C	state_2	0.067	963.0	0.03586
series_C	state_3	0.053	963.0	0.03008
series_C	state_4	0.039	963.0	0.02525
series_C	state_5	0.025	963.0	0.01912
series_C	state_1	0.084	964.0	0.04052
series_C	state_2	0.067	964.0	0.03617
series_C	state_3	0.053	964.0	0.03037
series_C	state_4	0.039	964.0	0.02546
series_C	state_5	0.025	964.0	0.01917
series_C	state_1	0.084	965.0	0.04088
series_C	state_2	0.067	965.0	0.03649
series_C	state_3	0.053	965.0	0.03067
series_C	state_4	0.039	965.0	0.02564
series_C	state_5	0.025	965.0	0.01919
series_C	state_1	0.084	966.0	0.04118
series_C	state_2	0.067	966.0	0.03677
series_C	state_3	0.053	966.0	0.03093
series_C	state_4	0.039	966.0	0.02585
series_C	state_5	0.025	966.0	0.01914
series_C	state_1	0.084	967.0	0.04147
series_C	state_2	0.067	967.0	0.03705
series_C	state_3	0.053	967.0	0.03126
series_C	state_4	0.039	967.0	0.02605
series_C	state_5	0.025	967.0	0.01911
series_C	state_1	0.084	968.0	0.04177
series_C	state_2	0.067	968.0	0.0373
series_C	state_3	0.053	968.0	0.03155
series_C	state_4	0.039	968.0	0.02623
series_C	state_5	0.025	968.0	0.01914
series_C	state_1	0.084	969.0	0.04207
series_C	state_2	0.067	969.0	0.03754
series_C	state_3	0.053	969.0	0.03182
series_C	state_4	0.039	969.0	0.02642
series_C	state_5	0.025	969.0	0.0192
series_C	state_1	0.084	970.0	0.04234
series_C	state_2	0.067	970.0	0.03777
series_C	state_3	0.053	970.0	0.03208
series_C	state_4	0.039	970.0	0.02654
series_C	state_5	0.025	970.0	0.01926
series_C	state_1	0.084	971.0	0.04259
series_C	state_2	0.067	971.0	0.03805
series_C	state_3	0.053	971.0	0.03228
series_C	state_4	0.039	971.0	0.02669
series_C	state_5	0.025	971.0	0.01936
series_C	state_1	0.084	972.0	0.04285
series_C	state_2	0.067	972.0	0.03832
series_C	state_3	0.053	972.0	0.03244
series_C	state_4	0.039	972.0	0.02681
series_C	state_5	0.025	972.0	0.01944
series_C	state_1	0.084	973.0	0.04311
series_C	state_2	0.067	973.0	0.03861
series_C	state_3	0.053	973.0	0.0326
series_C	state_4	0.039	973.0	0.02692
series_C	state_5	0.025	973.0	0.01956
series_C	state_1	0.084	974.0	0.04337
series_C	state_2	0.067	974.0	0.03885
series_C	state_3	0.053	974.0	0.03271
series_C	state_4	0.039	974.0	0.02704
series_C	state_5	0.025	974.0	0.01968
series_C	state_1	0.084	975.0	0.04368
series_C	state_2	0.067	975.0	0.0391
series_C	state_3	0.053	975.0	0.03284
series_C	state_4	0.039	975.0	0.02718
series_C	state_5	0.025	975.0	0.01981
series_C	state_1	0.084	976.0	0.04398
series_C	state_2	0.067	976.0	0.03937
series_C	state_3	0.053	976.0	0.03302
series_C	state_4	0.039	976.0	0.02731
series_C	state_5	0.025	976.0	0.01994
series_C	state_1	0.084	977.0	0.04425
series_C	state_2	0.067	977.0	0.03962
series_C	state_3	0.053	977.0	0.0332
series_C	state_4	0.039	977.0	0.02743
series_C	state_5	0.025	977.0	0.0201
series_C	state_1	0.084	978.0	0.04456
series_C	state_2	0.067	978.0	0.03988
series_C	state_3	0.053	978.0	0.03333
series_C	state_4	0.039	978.0	0.02756
series_C	state_5	0.025	978.0	0.02022
series_C	state_1	0.084	979.0	0.04486
series_C	state_2	0.067	979.0	0.04014
series_C	state_3	0.053	979.0	0.03349
series_C	state_4	0.039	979.0	0.02766
series_C	state_5	0.025	979.0	0.02039
series_C	state_1	0.084	980.0	0.04515
series_C	state_2	0.067	980.0	0.04036
series_C	state_3	0.053	980.0	0.03366
series_C	state_4	0.039	980.0	0.02778
series_C	state_5	0.025	980.0	0.02055
series_C	state_1	0.084	981.0	0.04545
series_C	state_2	0.067	981.0	0.04059
series_C	state_3	0.053	981.0	0.03382
series_C	state_4	0.039	981.0	0.02791
series_C	state_5	0.025	981.0	0.02071
series_C	state_1	0.084	982.0	0.04572
series_C	state_2	0.067	982.0	0.04084
series_C	state_3	0.053	982.0	0.03398
series_C	state_4	0.039	982.0	0.02804
series_C	state_5	0.025	982.0	0.02081
series_C	state_1	0.084	983.0	0.04601
series_C	state_2	0.067	983.0	0.04105
series_C	state_3	0.053	983.0	0.03415
series_C	state_4	0.039	983.0	0.02816
series_C	state_5	0.025	983.0	0.02091
series_C	state_1	0.084	984.0	0.04626
series_C	state_2	0.067	984.0	0.04127
series_C	state_3	0.053	984.0	0.03434
series_C	state_4	0.039	984.0	0.02828
series_C	state_5	0.025	984.0	0.021
series_C	state_1	0.084	985.0	0.0465
series_C	state_2	0.067	985.0	0.04146
series_C	state_3	0.053	985.0	0.0345
series_C	state_4	0.039	985.0	0.02839
series_C	state_5	0.025	985.0	0.02105
series_C	state_1	0.084	986.0	0.0467
series_C	state_2	0.067	986.0	0.04165
series_C	state_3	0.053	986.0	0.03466
series_C	state_4	0.039	986.0	0.0285
series_C	state_5	0.025	986.0	0.0211
series_C	state_1	0.084	987.0	0.04692
series_C	state_2	0.067	987.0	0.04182
series_C	state_3	0.053	987.0	0.03486
series_C	state_4	0.039	987.0	0.02861
series_C	state_5	0.025	987.0	0.02119
series_C	state_1	0.084	988.0	0.04714
series_C	state_2	0.067	988.0	0.04197
series_C	state_3	0.053	988.0	0.03502
series_C	state_4	0.039	988.0	0.02868
series_C	state_5	0.025	988.0	0.02128
series_C	state_1	0.084	989.0	0.04733
series_C	state_2	0.067	989.0	0.04216
series_C	state_3	0.053	989.0	0.03518
series_C	state_4	0.039	989.0	0.02874
series_C	state_5	0.025	989.0	0.02136
series_C	state_1	0.084	990.0	0.04751
series_C	state_2	0.067	990.0	0.04236
series_C	state_3	0.053	990.0	0.03535
series_C	state_4	0.039	990.0	0.02881
series_C	state_5	0.025	990.0	0.02146
series_C	state_1	0.084	991.0	0.0476
series_C	state_2	0.067	991.0	0.04253
series_C	state_3	0.053	991.0	0.03549
series_C	state_4	0.039	991.0	0.02887
series_C	state_5	0.025	991.0	0.02153
series_C	state_1	0.084	992.0	0.04777
series_C	state_2	0.067	992.0	0.04267
series_C	state_3	0.053	992.0	0.03564
series_C	state_4	0.039	992.0	0.02888
series_C	state_5	0.025	992.0	0.02158
series_C	state_1	0.084	993.0	0.0479
series_C	state_2	0.067	993.0	0.0428
series_C	state_3	0.053	993.0	0.03579
series_C	state_4	0.039	993.0	0.02894
series_C	state_5	0.025	993.0	0.02167
series_C	state_1	0.084	994.0	0.04804
series_C	state_2	0.067	994.0	0.04297
series_C	state_3	0.053	994.0	0.03594
series_C	state_4	0.039	994.0	0.02896
series_C	state_5	0.025	994.0	0.02173
series_C	state_1	0.084	995.0	0.04824
series_C	state_2	0.067	995.0	0.04315
series_C	state_3	0.053	995.0	0.03609
series_C	state_4	0.039	995.0	0.02902
series_C	state_5	0.025	995.0	0.02181
series_C	state_1	0.084	996.0	0.04841
series_C	state_2	0.067	996.0	0.04333
series_C	state_3	0.053	996.0	0.03625
series_C	state_4	0.039	996.0	0.02908
series_C	state_5	0.025	996.0	0.02186
series_C	state_1	0.084	997.0	0.04859
series_C	state_2	0.067	997.0	0.0435
series_C	state_3	0.053	997.0	0.03636
series_C	state_4	0.039	997.0	0.02917
series_C	state_5	0.025	997.0	0.02194
series_C	state_1	0.084	998.0	0.0488
series_C	state_2	0.067	998.0	0.04369
series_C	state_3	0.053	998.0	0.0365
series_C	state_4	0.039	998.0	0.0293
series_C	state_5	0.025	998.0	0.02198
series_C	state_1	0.084	999.0	0.04903
series_C	state_2	0.067	999.0	0.04389
series_C	state_3	0.053	999.0	0.03665
series_C	state_4	0.039	999.0	0.02937
series_C	state_5	0.025	999.0	0.02207
series_C	state_1	0.084	1000.0	0.04927
series_C	state_2	0.067	1000.0	0.04408
series_C	state_3	0.053	1000.0	0.03678
series_C	state_4	0.039	1000.0	0.02951
series_C	state_5	0.025	1000.0	0.02212
series_C	state_1	0.084	1001.0	0.04952
series_C	state_2	0.067	1001.0	0.04428
series_C	state_3	0.053	1001.0	0.0369
series_C	state_4	0.039	1001.0	0.02965
series_C	state_5	0.025	1001.0	0.02219
series_C	state_1	0.084	1002.0	0.04975
series_C	state_2	0.067	1002.0	0.04445
series_C	state_3	0.053	1002.0	0.03703
series_C	state_4	0.039	1002.0	0.02982
series_C	state_5	0.025	1002.0	0.02222
series_C	state_1	0.084	1003.0	0.05003
series_C	state_2	0.067	1003.0	0.04462
series_C	state_3	0.053	1003.0	0.03715
series_C	state_4	0.039	1003.0	0.02998
series_C	state_5	0.025	1003.0	0.02227
series_C	state_1	0.084	1004.0	0.05026
series_C	state_2	0.067	1004.0	0.04481
series_C	state_3	0.053	1004.0	0.03728
series_C	state_4	0.039	1004.0	0.03013
series_C	state_5	0.025	1004.0	0.02232
series_C	state_1	0.084	1005.0	0.05053
series_C	state_2	0.067	1005.0	0.04502
series_C	state_3	0.053	1005.0	0.03738
series_C	state_4	0.039	1005.0	0.03029
series_C	state_5	0.025	1005.0	0.02237
series_C	state_1	0.084	1006.0	0.0508
series_C	state_2	0.067	1006.0	0.04522
series_C	state_3	0.053	1006.0	0.03749
series_C	state_4	0.039	1006.0	0.03045
series_C	state_5	0.025	1006.0	0.02241
series_C	state_1	0.084	1007.0	0.05104
series_C	state_2	0.067	1007.0	0.04539
series_C	state_3	0.053	1007.0	0.03761
series_C	state_4	0.039	1007.0	0.03064
series_C	state_5	0.025	1007.0	0.02242
series_C	state_1	0.084	1008.0	0.05129
series_C	state_2	0.067	1008.0	0.04558
series_C	state_3	0.053	1008.0	0.03774
series_C	state_4	0.039	1008.0	0.0308
series_C	state_5	0.025	1008.0	0.02244
series_C	state_1	0.084	1009.0	0.05152
series_C	state_2	0.067	1009.0	0.04576
series_C	state_3	0.053	1009.0	0.03787
series_C	state_4	0.039	1009.0	0.03094
series_C	state_5	0.025	1009.0	0.02251
series_C	state_1	0.084	1010.0	0.05171
series_C	state_2	0.067	1010.0	0.04593
series_C	state_3	0.053	1010.0	0.03803
series_C	state_4	0.039	1010.0	0.03109
series_C	state_5	0.025	1010.0	0.02258
series_C	state_1	0.084	1011.0	0.05184
series_C	state_2	0.067	1011.0	0.04608
series_C	state_3	0.053	1011.0	0.03813
series_C	state_4	0.039	1011.0	0.03117
series_C	state_5	0.025	1011.0	0.02264
series_C	state_1	0.084	1012.0	0.05202
series_C	state_2	0.067	1012.0	0.04619
series_C	state_3	0.053	1012.0	0.03825
series_C	state_4	0.039	1012.0	0.03127
series_C	state_5	0.025	1012.0	0.0227
series_C	state_1	0.084	1013.0	0.05216
series_C	state_2	0.067	1013.0	0.04633
series_C	state_3	0.053	1013.0	0.03837
series_C	state_4	0.039	1013.0	0.03136
series_C	state_5	0.025	1013.0	0.02276
series_C	state_1	0.084	1014.0	0.05229
series_C	state_2	0.067	1014.0	0.04649
series_C	state_3	0.053	1014.0	0.03852
series_C	state_4	0.039	1014.0	0.03142
series_C	state_5	0.025	1014.0	0.0228
series_C	state_1	0.084	1015.0	0.05242
series_C	state_2	0.067	1015.0	0.04661
series_C	state_3	0.053	1015.0	0.0386
series_C	state_4	0.039	1015.0	0.03151
series_C	state_5	0.025	1015.0	0.02285
series_C	state_1	0.084	1016.0	0.05253
series_C	state_2	0.067	1016.0	0.04675
series_C	state_3	0.053	1016.0	0.03866
series_C	state_4	0.039	1016.0	0.03159
series_C	state_5	0.025	1016.0	0.02287
series_C	state_1	0.084	1017.0	0.05263
series_C	state_2	0.067	1017.0	0.04684
series_C	state_3	0.053	1017.0	0.03877
series_C	state_4	0.039	1017.0	0.03167
series_C	state_5	0.025	1017.0	0.02292
series_C	state_1	0.084	1018.0	0.05273
series_C	state_2	0.067	1018.0	0.04695
series_C	state_3	0.053	1018.0	0.03886
series_C	state_4	0.039	1018.0	0.03173
series_C	state_5	0.025	1018.0	0.02292
series_C	state_1	0.084	1019.0	0.05281
series_C	state_2	0.067	1019.0	0.04703
series_C	state_3	0.053	1019.0	0.03892
series_C	state_4	0.039	1019.0	0.03176
series_C	state_5	0.025	1019.0	0.02296
series_C	state_1	0.084	1020.0	0.05288
series_C	state_2	0.067	1020.0	0.0471
series_C	state_3	0.053	1020.0	0.03901
